,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
123,vila franca do campo,PT,1601925127.0,37.72,-25.43,69.8,73.0,40.0,5.82
124,ternate,ID,1601924759.0,0.8,127.4,81.59,78.0,100.0,2.77
125,severo-kurilsk,RU,1601924806.0,50.68,156.12,52.84,92.0,100.0,10.94
126,zabkowice slaskie,PL,1601925127.0,50.59,16.81,54.0,67.0,59.0,4.0
127,krasnoselkup,RU,1601925127.0,65.7,82.47,24.62,97.0,100.0,7.72
128,punta arenas,CL,1601924536.0,-53.15,-70.92,48.2,45.0,75.0,32.21
129,beloha,MG,1601924828.0,-25.17,45.05,65.35,74.0,0.0,16.26
130,iqaluit,CA,1601924804.0,63.75,-68.51,35.6,74.0,90.0,19.46
131,praia,CV,1601924809.0,14.92,-23.51,82.4,61.0,20.0,8.05
132,chokurdakh,RU,1601924797.0,70.63,147.92,24.12,90.0,49.0,9.13
133,lebu,CL,1601924797.0,-37.62,-73.65,49.77,70.0,0.0,16.35
134,eyl,SO,1601925128.0,7.98,49.82,79.32,83.0,18.0,9.91
135,trelew,AR,1601925078.0,-43.25,-65.31,74.84,17.0,0.0,13.27
136,umkomaas,ZA,1601925128.0,-30.21,30.8,64.99,95.0,99.0,1.99
137,caravelas,BR,1601924832.0,-17.71,-39.25,80.19,62.0,90.0,8.43
138,moratuwa,LK,1601925128.0,6.77,79.88,78.8,88.0,20.0,1.12
140,olafsvik,IS,1601924843.0,64.89,-23.71,42.73,74.0,100.0,8.41
141,nikolskoye,RU,1601924799.0,59.7,30.79,61.0,87.0,90.0,6.71
142,coquimbo,CL,1601924812.0,-29.95,-71.34,60.8,59.0,100.0,13.87
144,longyearbyen,SJ,1601924807.0,78.22,15.64,41.0,80.0,75.0,3.36
145,registro,BR,1601925129.0,-24.49,-47.84,86.56,56.0,2.0,6.31
146,mitsamiouli,KM,1601924844.0,-11.38,43.28,77.7,78.0,97.0,4.34
147,ahipara,NZ,1601925129.0,-35.17,173.17,54.72,87.0,100.0,2.15
148,san quintin,MX,1601924852.0,30.48,-115.95,92.48,20.0,0.0,13.4
149,tomatlan,MX,1601925129.0,19.93,-105.25,93.02,39.0,0.0,3.85
150,anajatuba,BR,1601925129.0,-3.26,-44.62,90.09,50.0,100.0,8.14
151,yuncheng,CN,1601925129.0,35.02,110.99,50.14,58.0,100.0,0.98
153,casalmaggiore,IT,1601925130.0,44.99,10.42,60.8,67.0,97.0,8.05
154,tecoanapa,MX,1601925130.0,16.52,-98.75,85.21,58.0,5.0,8.59
155,west wendover,US,1601925130.0,40.74,-114.07,71.6,14.0,1.0,4.7
156,sitka,US,1601924726.0,57.05,-135.33,51.8,87.0,90.0,17.22
157,port said,EG,1601925130.0,31.26,32.28,80.26,67.0,0.0,13.82
158,vila,PT,1601925130.0,42.03,-8.16,57.0,95.0,100.0,5.99
159,luderitz,NA,1601924801.0,-26.65,15.16,60.46,69.0,0.0,18.28
160,lynn haven,US,1601925130.0,30.25,-85.65,78.8,54.0,1.0,10.29
162,fort nelson,CA,1601924848.0,58.81,-122.7,46.4,65.0,40.0,4.7
163,port macquarie,AU,1601925131.0,-31.43,152.92,54.0,93.0,5.0,4.47
164,teknaf,BD,1601925131.0,20.86,92.31,78.26,90.0,83.0,8.84
165,ciudad guayana,VE,1601925131.0,8.35,-62.65,93.0,57.0,97.0,3.0
166,mariinskiy posad,RU,1601925131.0,56.12,47.72,44.6,52.0,100.0,11.18
167,poya,NC,1601925131.0,-21.35,165.15,67.06,87.0,34.0,2.8
168,banda aceh,ID,1601924766.0,5.56,95.32,81.41,74.0,100.0,11.05
169,emerald,AU,1601925131.0,-23.53,148.17,60.8,82.0,38.0,3.36
170,mareeba,AU,1601925132.0,-17.0,145.43,71.6,78.0,75.0,5.82
171,half moon bay,US,1601924848.0,37.46,-122.43,73.99,93.0,90.0,4.7
172,vanimo,PG,1601924802.0,-2.67,141.3,77.88,86.0,100.0,4.27
173,diban,SY,1601924945.0,35.04,40.52,75.31,20.0,0.0,9.37
174,warri,NG,1601925132.0,5.52,5.75,76.98,90.0,85.0,5.03
176,georgetown,MY,1601924815.0,5.41,100.34,78.8,88.0,20.0,2.24
177,airai,TL,1601924801.0,-8.93,125.41,58.35,92.0,23.0,1.57
178,zhezkazgan,KZ,1601925132.0,47.8,67.71,34.23,77.0,0.0,13.0
180,rabat,MA,1601924857.0,33.99,-6.84,66.2,68.0,20.0,10.29
181,kasulu,TZ,1601925133.0,-4.58,30.1,75.2,69.0,0.0,2.91
183,athens,GR,1601924936.0,37.98,23.72,78.01,83.0,20.0,1.48
184,poum,NC,1601924830.0,-20.23,164.02,71.89,82.0,0.0,17.78
185,changli,CN,1601925133.0,39.7,119.15,49.06,48.0,0.0,4.79
186,nedjo,ET,1601925133.0,9.5,35.5,56.44,89.0,21.0,1.43
188,new norfolk,AU,1601924803.0,-42.78,147.06,34.0,85.0,3.0,3.2
189,port hardy,CA,1601925134.0,50.7,-127.42,53.6,93.0,90.0,12.75
191,margate,GB,1601925134.0,51.38,1.39,57.0,85.0,100.0,3.0
192,leningradskiy,RU,1601924824.0,69.38,178.42,20.89,88.0,9.0,5.88
193,normandin,CA,1601925134.0,48.83,-72.53,42.8,87.0,90.0,4.7
194,qaanaaq,GL,1601924796.0,77.48,-69.36,18.73,84.0,96.0,11.52
195,hithadhoo,MV,1601924811.0,-0.6,73.08,82.44,71.0,100.0,11.63
196,garowe,SO,1601925134.0,8.41,48.48,82.24,56.0,0.0,8.7
197,bethel,US,1601924563.0,41.37,-73.41,64.99,55.0,20.0,6.93
198,saint george,US,1601924758.0,37.1,-113.58,73.4,9.0,1.0,1.61
199,naze,JP,1601924856.0,28.37,129.48,77.0,73.0,20.0,16.11
200,saint-augustin,CA,1601924844.0,51.23,-58.65,49.75,49.0,86.0,12.12
201,omboue,GA,1601925135.0,-1.57,9.26,77.7,88.0,100.0,7.63
202,grand baie,MU,1601925135.0,-20.02,57.58,73.0,78.0,100.0,7.0
203,bayir,TR,1601925135.0,37.27,28.22,73.4,49.0,69.0,1.12
204,mindelo,CV,1601924793.0,16.89,-24.98,84.2,58.0,40.0,16.11
205,pisco,PE,1601925135.0,-13.7,-76.22,66.2,72.0,40.0,11.41
206,carrick-on-suir,IE,1601925135.0,52.35,-7.41,55.0,91.0,70.0,7.0
208,hualmay,PE,1601924837.0,-11.1,-77.61,67.33,63.0,1.0,8.46
209,mogadishu,SO,1601925136.0,2.04,45.34,79.29,86.0,0.0,12.93
210,syamzha,RU,1601925136.0,60.02,41.06,50.0,86.0,100.0,8.28
211,san patricio,MX,1601924818.0,19.22,-104.7,89.6,66.0,5.0,5.82
212,asyut,EG,1601924803.0,27.18,31.18,80.24,26.0,0.0,11.56
213,stornoway,GB,1601925136.0,58.21,-6.39,52.0,93.0,26.0,2.24
214,la asuncion,VE,1601925136.0,11.03,-63.86,84.25,72.0,5.0,7.34
215,nome,US,1601925137.0,64.5,-165.41,37.99,74.0,75.0,10.29
216,qaqortoq,GL,1601924803.0,60.72,-46.03,35.6,64.0,75.0,3.36
217,san policarpo,PH,1601925137.0,12.18,125.51,79.29,85.0,71.0,4.56
218,laguna,US,1601925137.0,38.42,-121.42,88.0,21.0,1.0,5.82
219,inirida,CO,1601925137.0,3.87,-67.92,80.64,90.0,100.0,2.8
220,galveston,US,1601925021.0,29.37,-94.97,80.01,69.0,75.0,9.17
221,natal,BR,1601924549.0,-5.79,-35.21,82.4,65.0,40.0,17.22
222,bud,US,1601924828.0,39.45,-86.18,60.01,47.0,1.0,5.82
223,bonito,BR,1601925137.0,-21.12,-56.48,101.17,23.0,92.0,6.4
224,lishui,CN,1601925137.0,28.46,119.91,60.93,82.0,100.0,2.08
225,puerto madero,MX,1601925138.0,14.72,-92.42,86.0,74.0,40.0,5.57
226,norsup,VU,1601925138.0,-16.07,167.38,77.0,88.0,75.0,3.36
227,hilo,US,1601924584.0,19.73,-155.09,79.0,65.0,1.0,3.36
228,venice,US,1601924880.0,27.1,-82.45,90.0,66.0,75.0,11.41
229,san cristobal,VE,1601924647.0,7.77,-72.22,78.98,67.0,95.0,5.14
231,tosya,TR,1601925138.0,41.02,34.04,64.71,29.0,0.0,2.13
232,port elizabeth,ZA,1601924813.0,-33.92,25.57,60.8,93.0,90.0,17.22
233,asau,RO,1601925139.0,46.43,26.4,61.0,99.0,100.0,3.22
234,lima,PE,1601925026.0,-12.04,-77.03,66.2,68.0,40.0,11.41
236,flers,FR,1601925139.0,48.74,-0.57,53.6,81.0,75.0,16.11
237,bambous virieux,MU,1601924827.0,-20.34,57.76,72.0,88.0,90.0,5.82
238,ulkan,RU,1601925139.0,57.24,107.32,33.87,90.0,91.0,5.1
239,san jose,US,1601924943.0,37.34,-121.89,82.0,72.0,90.0,3.36
240,bulungu,CD,1601924844.0,-4.55,18.6,78.62,72.0,100.0,2.66
241,grand gaube,MU,1601924842.0,-20.01,57.66,72.0,78.0,100.0,7.0
242,okha,RU,1601925140.0,53.57,142.95,48.88,85.0,76.0,22.75
244,jalu,LY,1601925140.0,29.03,21.55,86.97,17.0,0.0,7.4
245,idlib,SY,1601925140.0,35.93,36.63,77.0,69.0,0.0,12.75
246,bajil,YE,1601925140.0,15.06,43.29,88.56,52.0,0.0,6.26
247,yeniseysk,RU,1601925140.0,58.45,92.17,28.06,96.0,44.0,4.12
248,lismore,AU,1601925140.0,-28.81,153.28,57.99,93.0,40.0,6.93
249,namibe,AO,1601924832.0,-15.2,12.15,65.66,71.0,0.0,5.1
250,bengkulu,ID,1601924806.0,-3.8,102.27,76.15,89.0,36.0,11.05
251,dong xoai,VN,1601925014.0,11.53,106.92,73.27,96.0,100.0,3.76
252,northam,GB,1601925141.0,51.03,-4.22,55.99,88.0,92.0,14.0
253,warrnambool,AU,1601924841.0,-38.38,142.48,44.01,84.0,73.0,9.64
254,catamarca,AR,1601925141.0,-28.47,-65.79,75.99,39.0,73.0,4.0
255,cap malheureux,MU,1601925141.0,-19.98,57.61,73.0,78.0,100.0,7.0
256,port hawkesbury,CA,1601925141.0,45.62,-61.35,55.0,81.0,90.0,9.17
257,antri,IN,1601925141.0,26.06,78.21,75.87,26.0,0.0,1.92
258,scarborough,GB,1601925141.0,54.28,-0.4,55.0,82.0,98.0,1.01
259,tasiilaq,GL,1601924820.0,65.61,-37.64,35.6,93.0,100.0,6.93
260,port lincoln,AU,1601924828.0,-34.73,135.87,50.02,74.0,0.0,14.09
261,oktyabrskiy,RU,1601925142.0,54.48,53.47,39.78,70.0,37.0,4.38
263,goundam,ML,1601925142.0,16.41,-3.67,98.44,22.0,99.0,8.23
264,santa isabel,BR,1601925142.0,-23.32,-46.22,96.8,23.0,53.0,11.41
265,te anau,NZ,1601925142.0,-45.42,167.72,49.8,90.0,100.0,3.06
266,ponta do sol,PT,1601924807.0,32.67,-17.1,71.6,64.0,40.0,16.11
267,thompson,CA,1601924802.0,55.74,-97.86,50.0,93.0,90.0,11.41
268,axim,GH,1601925143.0,4.87,-2.24,76.84,87.0,100.0,7.43
269,provideniya,RU,1601924826.0,64.38,-173.3,32.22,91.0,0.0,7.85
272,victoria,HK,1601924620.0,22.29,114.16,79.0,89.0,100.0,15.14
274,diffa,NE,1601925144.0,13.32,12.61,92.5,30.0,0.0,4.23
275,touros,BR,1601924759.0,-5.2,-35.46,82.4,65.0,40.0,17.22
276,saurimo,AO,1601925144.0,-9.66,20.39,74.93,40.0,1.0,3.8
277,zhuhai,CN,1601925144.0,22.28,113.57,82.4,78.0,40.0,12.75
278,les cayes,HT,1601925144.0,18.2,-73.75,82.49,75.0,93.0,8.68
279,rawson,AR,1601925144.0,-43.3,-65.1,69.94,22.0,5.0,14.94
280,bontang,ID,1601924817.0,0.13,117.5,77.23,86.0,100.0,6.24
281,kajaani,FI,1601925144.0,64.23,27.73,51.8,93.0,90.0,8.05
282,barda,AZ,1601925145.0,40.37,47.13,60.46,60.0,100.0,7.58
283,paita,PE,1601924802.0,-5.09,-81.11,75.2,60.0,51.0,14.99
284,tabas,IR,1601924815.0,33.6,56.92,77.0,23.0,33.0,2.24
285,grindavik,IS,1601924855.0,63.84,-22.43,41.0,86.0,75.0,8.05
286,kashi,CN,1601924790.0,39.45,75.98,55.4,37.0,7.0,6.71
287,mnogovershinnyy,RU,1601925145.0,53.94,139.92,37.38,89.0,100.0,11.95
288,blagoyevo,RU,1601925145.0,63.37,47.92,41.41,95.0,92.0,2.37
289,mandiana,GN,1601925145.0,10.63,-8.68,73.4,92.0,100.0,3.31
290,kismayo,SO,1601925145.0,-0.36,42.55,79.43,83.0,0.0,13.58
291,talcahuano,CL,1601925146.0,-36.72,-73.12,57.2,62.0,0.0,14.99
292,carnarvon,AU,1601924818.0,-24.87,113.63,51.8,37.0,0.0,8.05
293,zlitan,LY,1601925135.0,32.47,14.57,90.01,28.0,96.0,5.14
294,venado tuerto,AR,1601925146.0,-33.75,-61.97,61.0,61.0,0.0,5.99
295,piacabucu,BR,1601924811.0,-10.41,-36.43,78.82,71.0,95.0,11.92
296,rocha,UY,1601924800.0,-34.48,-54.33,57.78,75.0,40.0,23.0
297,anadyr,RU,1601924848.0,64.75,177.48,21.2,85.0,10.0,6.71
298,colares,PT,1601925146.0,38.8,-9.45,66.99,82.0,40.0,6.93
299,sebinkarahisar,TR,1601925146.0,40.29,38.42,50.61,59.0,0.0,4.79
300,beringovskiy,RU,1601924859.0,63.05,179.32,34.21,83.0,2.0,7.18
301,ovalle,CL,1601925146.0,-30.6,-71.2,74.66,28.0,100.0,7.61
304,hami,CN,1601924836.0,42.8,93.45,55.04,34.0,99.0,3.96
305,faanui,PF,1601924820.0,-16.48,-151.75,77.72,79.0,100.0,14.07
307,los llanos de aridane,ES,1601924548.0,28.66,-17.92,71.6,78.0,75.0,10.29
308,capula,MX,1601925147.0,19.7,-101.8,75.2,25.0,75.0,9.17
309,pinega,RU,1601925147.0,64.7,43.39,40.68,95.0,14.0,3.2
310,sidi ali,DZ,1601925147.0,36.1,0.42,66.11,68.0,84.0,6.6
311,mazagao,BR,1601925147.0,-0.12,-51.29,95.0,53.0,40.0,13.87
312,anchorage,US,1601925103.0,61.22,-149.9,48.0,81.0,1.0,3.53
313,kerema,PG,1601925148.0,-7.96,145.78,77.67,87.0,100.0,3.56
314,kieta,PG,1601925148.0,-6.22,155.63,78.8,77.0,97.0,1.3
315,koungou,YT,1601925148.0,-12.73,45.2,78.8,74.0,20.0,3.36
316,port hedland,AU,1601925148.0,-20.32,118.57,66.2,19.0,0.0,10.29
317,aykhal,RU,1601925148.0,66.0,111.5,35.6,93.0,90.0,8.95
318,gamba,GA,1601924847.0,-2.65,10.0,77.45,86.0,100.0,8.23
319,virginia beach,US,1601924748.0,36.85,-75.98,72.0,49.0,20.0,12.75
321,paraiso,CR,1601925148.0,9.84,-83.87,75.2,78.0,75.0,13.87
322,ust-ordynskiy,RU,1601925149.0,52.8,104.75,28.4,92.0,0.0,4.47
323,padang,ID,1601924508.0,-0.95,100.35,76.62,81.0,41.0,3.51
324,faya,SA,1601924808.0,18.39,42.45,71.6,82.0,0.0,5.82
326,hamilton,US,1601925129.0,39.18,-84.53,64.0,44.0,1.0,5.82
327,fortuna,US,1601924797.0,40.6,-124.16,59.0,87.0,1.0,3.36
328,hervey bay,AU,1601925149.0,-25.3,152.85,63.0,88.0,64.0,3.0
329,katete,UG,1601925149.0,-0.78,29.75,63.09,88.0,0.0,3.85
330,lorengau,PG,1601924818.0,-2.02,147.27,81.66,80.0,100.0,13.24
331,humaita,BR,1601925149.0,-7.51,-63.02,97.45,38.0,100.0,2.04
333,umm lajj,SA,1601924801.0,25.02,37.27,82.06,66.0,0.0,7.49
334,ostrovnoy,RU,1601925150.0,68.05,39.51,42.35,88.0,0.0,4.52
335,ribeira grande,PT,1601924806.0,38.52,-28.7,71.6,68.0,75.0,3.36
336,hobyo,SO,1601925150.0,5.35,48.53,80.02,82.0,18.0,15.3
337,port blair,IN,1601924845.0,11.67,92.75,80.71,85.0,46.0,7.7
338,kahului,US,1601924800.0,20.89,-156.47,82.4,58.0,1.0,10.29
340,arlit,NE,1601924803.0,18.74,7.39,101.98,11.0,99.0,7.58
341,pudozh,RU,1601925150.0,61.81,36.53,52.99,97.0,100.0,5.08
342,pafos,CY,1601925150.0,34.77,32.42,68.0,60.0,0.0,8.05
343,jaciara,BR,1601925150.0,-15.97,-54.97,103.48,15.0,94.0,9.44
345,saint-pierre,RE,1601924830.0,-21.34,55.48,68.0,94.0,82.0,13.87
346,strezhevoy,RU,1601925151.0,60.73,77.59,33.8,97.0,90.0,6.71
347,eureka,US,1601925127.0,40.8,-124.16,59.0,87.0,90.0,4.7
348,kavaratti,IN,1601924834.0,10.57,72.64,80.71,72.0,90.0,11.9
349,sur,OM,1601925151.0,22.57,59.53,81.28,56.0,0.0,7.45
350,nyurba,RU,1601925151.0,63.28,118.33,41.38,85.0,100.0,10.45
351,lopsmarka,NO,1601925151.0,67.31,14.45,55.4,62.0,75.0,26.4
352,istok,XK,1601925151.0,42.78,20.49,69.01,68.0,75.0,8.05
353,nouadhibou,MR,1601924838.0,20.93,-17.03,71.6,94.0,40.0,6.93
354,gizo,SB,1601925152.0,-8.1,156.84,81.75,73.0,39.0,4.25
355,colac,AU,1601925152.0,-38.33,143.58,43.0,86.0,10.0,4.0
356,danilov,RU,1601925152.0,58.19,40.17,57.2,62.0,100.0,6.71
357,corozal,CO,1601925152.0,9.32,-75.29,85.57,72.0,97.0,8.7
358,mount isa,AU,1601924794.0,-20.73,139.5,69.8,52.0,0.0,9.17
359,liuzhou,CN,1601925152.0,24.31,109.39,59.13,73.0,92.0,12.8
360,ochtrup,DE,1601925152.0,52.22,7.18,53.01,74.0,20.0,12.57
362,hambantota,LK,1601924827.0,6.12,81.12,80.6,78.0,0.0,10.29
363,palmer,US,1601924844.0,42.16,-72.33,66.0,55.0,20.0,5.82
364,menongue,AO,1601925153.0,-14.66,17.69,76.24,22.0,82.0,5.39
365,havelock,US,1601924671.0,34.88,-76.9,75.0,53.0,1.0,8.05
366,necochea,AR,1601924825.0,-38.55,-58.74,53.01,86.0,92.0,5.01
367,roma,US,1601924845.0,43.21,-75.46,59.0,76.0,90.0,4.92
368,pathein,MM,1601925153.0,16.78,94.73,76.55,93.0,100.0,2.91
369,santa vitoria do palmar,BR,1601925153.0,-33.52,-53.37,64.76,64.0,18.0,17.67
370,pemangkat,ID,1601925153.0,1.17,108.97,78.12,87.0,100.0,5.41
371,singaraja,ID,1601925154.0,-8.11,115.09,78.06,73.0,100.0,7.38
